year,film,winner,nominated_for_Writing,nominated_for_BestDirector,nominated_for_BestActress,nominated_for_BestActor,nominated_for_BestFilmEditing,Adventure,Biography,Comedy,Crime,Drama,History,Musical,Romance,Thriller,War,Other
1934,It Happened One Night,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1934,Cleopatra,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1934,Imitation of Life,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1934,The Barretts of Wimpole Street,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1934,The Thin Man,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.333333333333333
1934,The Gay Divorcee,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0
1934,One Night of Love,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0.5,0,0,0.5
1934,Viva Villa!,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.5,0,0,0,0,0,0,0,0,0.5
1934,Flirtation Walk,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.5,0.5,0,0,0
1934,Here Comes the Navy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.25,0,0.25,0,0,0.25,0,0.25,0
1934,The House of Rothschild,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0
1934,The White Parade,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0
1935,Mutiny on the Bounty,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1935,Ruggles of Red Gap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1935,Broadway Melody of 1936,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.5,0.5,0,0,0
1935,The Informer,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1935,A Midsummer Night's Dream,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0.333333333333333
1935,The Lives of a Bengal Lancer,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.5,0,0,0,0.5,0,0,0,0,0,0
1935,David Copperfield,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1935,Top Hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0
1935,Alice Adams,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1935,Naughty Marietta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0
1935,Les Miserables,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0
1935,Captain Blood,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.5,0,0,0,0,0,0,0,0,0,0.5
1936,The Great Ziegfeld,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0.25,0,0,0.25,0,0.25,0.25,0,0,0
1936,Three Smart Girls,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0
1936,Romeo and Juliet,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1936,San Francisco,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0
1936,Mr. Deeds Goes to Town,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1936,Dodsworth,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1936,The Story of Louis Pasteur,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0
1936,Anthony Adverse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1936,A Tale of Two Cities,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0
1936,Libeled Lady,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1937,The Life of Emile Zola,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0.5,0,0,0.5,0,0,0,0,0,0
1937,A Star Is Born,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1937,Stage Door,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0.5,0,0.5,0,0,0,0,0,0
1937,One Hundred Men and a Girl,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0.5,0,0,0,0,0,0,0,0.5
1937,The Awful Truth,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0.5,0,0,0,0,0.5,0,0,0
1937,In Old Chicago,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25
1937,Captains Courageous,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1937,Lost Horizon,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.25,0,0,0,0.25,0,0,0,0,0,0.5
1937,The Good Earth,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0.5,0,0,0.5,0,0,0
1937,Dead End,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333
1938,You Can't Take It with You,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1938,The Adventures of Robin Hood,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333
1938,Test Pilot,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.5,0,0,0.5,0,0,0
1938,Grand Illusion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0,0,0.5,0
1938,Boys Town,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0.5,0,0,0.5,0,0,0,0,0,0
1938,Pygmalion,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1938,Four Daughters,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333
1938,Jezebel,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1938,Alexander's Ragtime Band,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0
1938,The Citadel,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1939,Gone with the Wind,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1939,Of Mice and Men,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1939,Stagecoach,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.5,0,0,0,0,0,0,0,0,0,0.5
1939,Wuthering Heights,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1939,Ninotchka,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1939,The Wizard of Oz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25,0,0,0,0,0,0.25,0,0,0,0.5
1939,Dark Victory,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1939,Mr. Smith Goes to Washington,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1939,"Goodbye, Mr. Chips",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.5,0,0,0.5,0,0,0
1939,Love Affair,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1940,Rebecca,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0.5,0,0.5
1940,The Letter,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0.25,0.25,0,0,0,0,0,0.5
1940,Our Town,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1940,The Philadelphia Story,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1940,The Long Voyage Home,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333
1940,Foreign Correspondent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25
1940,The Grapes of Wrath,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1940,Kitty Foyle,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1940,The Great Dictator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.333333333333333,0
1940,"All This, and Heaven Too",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1941,How Green Was My Valley,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0.5,0,0,0,0,0,0.5
1941,Suspicion,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0.5,0,0.5
1941,Blossoms in the Dust,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1941,The Maltese Falcon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.25,0.25,0,0,0,0,0,0.5
1941,Sergeant York,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0
1941,Hold Back the Dawn,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1941,Here Comes Mr. Jordan,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0.333333333333333
1941,The Little Foxes,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0.5,0,0,0.5,0,0,0
1941,Citizen Kane,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0,0.5
1941,One Foot in Heaven,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.5,0,0,0.5,0,0,0,0,0,0
1942,Mrs. Miniver,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0.5,0
1942,Random Harvest,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1942,Yankee Doodle Dandy,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0
1942,Wake Island,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333
1942,The Magnificent Ambersons,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1942,The Pride of the Yankees,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0.2,0,0,0.2,0,0,0.2,0,0,0.4
1942,The Pied Piper,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1942,The Invaders,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
1942,The Talk of the Town,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0.25,0,0.25,0,0,0.25,0.25,0,0
1942,Kings Row,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333
1943,Casablanca,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1943,The Song of Bernadette,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0.5,0,0,0.5,0,0,0,0,0,0
1943,Watch on the Rhine,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1943,The Human Comedy,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1943,The More the Merrier,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1943,For Whom the Bell Tolls,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0
1943,The Ox-Bow Incident,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333
1943,In Which We Serve,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0,0,0.5,0
1943,Madame Curie,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1943,Heaven Can Wait,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25
1944,Going My Way,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0.25,0,0.25,0,0.25,0,0,0,0.25
1944,Gaslight,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,0.25,0.25,0,0,0,0.25,0,0.25
1944,Wilson,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0.2
1944,Double Indemnity,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0.25,0.25,0,0,0,0.25,0,0.25
1944,Since You Went Away,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1945,The Lost Weekend,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0,0.5
1945,Mildred Pierce,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0.2,0.2,0,0,0.2,0,0,0.4
1945,The Bells of St. Mary's,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0,0.5
1945,Spellbound,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0.25,0.25,0,0.5
1945,Anchors Aweigh,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0.25,0,0,0,0.25,0.25,0,0,0.25
1946,The Best Years of Our Lives,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1946,It's a Wonderful Life,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0,0,0,0.666666666666666
1946,The Razor's Edge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0,0,0,0.5
1946,The Yearling,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0,0.5
1946,Henry V,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0.25,0,0,0.25,0.25,0,0,0,0.25,0
1947,Gentleman's Agreement,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1947,The Bishop's Wife,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25
1947,Miracle on 34th Street,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.333333333333333
1947,Crossfire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0.25,0.25,0,0,0,0,0,0.5
1947,Great Expectations,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1948,Hamlet,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1948,The Treasure of the Sierra Madre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.25,0,0,0,0.25,0,0,0,0,0,0.5
1948,The Snake Pit,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0,0,0,0.5
1948,The Red Shoes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333
1948,Johnny Belinda,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1949,All the King's Men,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,0
1949,A Letter to Three Wives,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1949,The Heiress,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
1949,Battleground,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333
1949,Twelve O'Clock High,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0,0,0,0,0.5,0
1950,All about Eve,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0.5,0,0.5,0,0,0,0,0,0
1950,King Solomon's Mines,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333
1950,Born Yesterday,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1950,Father of the Bride,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0.5,0,0,0,0,0.5,0,0,0
1950,Sunset Blvd.,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0,0.5
1951,An American in Paris,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0.5,0.5,0,0,0
1951,Quo Vadis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.25,0,0,0.25,0.25,0,0.25,0,0,0
1951,A Streetcar Named Desire,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1951,A Place in the Sun,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.5,0,0,0.5,0,0,0
1951,Decision before Dawn,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0.5,0,0,0,0,0.5,0
1952,The Greatest Show on Earth,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333
1952,Ivanhoe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0
1952,High Noon,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0,0,0,0.666666666666666
1952,The Quiet Man,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0
1952,Moulin Rouge,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0.25,0,0,0.25,0,0,0.25,0,0,0.25
1953,From Here to Eternity,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0
1953,Roman Holiday,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0.5,0,0,0,0,0.5,0,0,0
1953,The Robe,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0.5,0,0,0,0,0
1953,Julius Caesar,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0.5,0,0,0,0,0
1953,Shane,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333
1954,On the Waterfront,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0.5,0.5,0,0,0,0,0,0
1954,Seven Brides for Seven Brothers,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0.2,0,0.2,0,0.2,0.2,0,0,0.2
1954,The Country Girl,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0.5,0,0,0,0,0,0.5
1954,Three Coins in the Fountain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0
1954,The Caine Mutiny,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0.5,0,0,0,0,0.5,0
1955,Marty,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0.5,0,0,0.5,0,0,0
